#FamilyID	pvalue	Significant at 0.05
OG0003289	0.011	y
OG0003292	0.025	y
OG0003304	0	y
OG0003309	0.011	y
OG0003311	0.011	y
OG0003312	0.011	y
OG0003317	0.011	y
OG0003341	0.01	y
OG0003393	0	y
OG0003394	0	y
OG0003420	0.002	y
OG0003483	0.025	y
OG0003487	0.011	y
OG0003488	0.001	y
OG0003490	0.011	y
OG0003498	0.011	y
OG0003504	0.025	y
OG0003505	0	y
OG0003522	0	y
OG0003526	0.025	y
OG0003537	0	y
OG0003544	0.015	y
OG0003553	0.025	y
OG0003561	0.011	y
OG0003569	0.025	y
OG0003574	0.025	y
OG0003587	0.025	y
OG0003619	0.025	y
OG0003623	0.002	y
OG0003663	0.011	y
OG0003670	0.011	y
OG0003672	0.002	y
OG0003695	0	y
OG0003725	0.011	y
OG0003726	0.011	y
OG0003741	0.011	y
OG0003755	0.011	y
OG0003762	0.011	y
OG0003775	0	y
OG0003778	0.025	y
OG0003779	0.025	y
OG0003839	0.011	y
OG0003873	0.025	y
OG0003881	0.025	y
OG0003886	0.025	y
OG0003887	0.025	y
OG0003897	0.011	y
OG0003904	0	y
OG0003932	0.011	y
OG0003938	0.011	y
OG0003982	0.025	y
OG0004012	0	y
OG0004025	0.025	y
OG0004026	0.025	y
OG0004027	0.002	y
OG0004042	0.011	y
OG0004066	0	y
OG0004075	0.015	y
OG0004118	0.002	y
OG0004137	0.011	y
OG0004199	0	y
OG0004201	0.002	y
OG0004204	0.025	y
OG0004206	0.025	y
OG0004208	0.025	y
OG0004217	0	y
OG0004225	0.002	y
OG0004226	0.025	y
OG0004227	0.025	y
OG0004233	0.002	y
OG0004234	0.002	y
OG0004235	0.002	y
OG0004255	0	y
OG0004265	0.002	y
OG0004269	0	y
OG0004270	0.025	y
OG0004297	0.025	y
OG0004298	0	y
OG0004302	0.005	y
OG0004332	0.011	y
OG0004372	0	y
OG0004373	0.001	y
OG0004374	0	y
OG0004392	0	y
OG0004412	0.004	y
OG0004426	0.005	y
OG0004432	0.025	y
OG0004442	0.011	y
OG0004460	0	y
OG0004461	0.025	y
OG0004477	0	y
OG0004495	0	y
OG0004499	0.011	y
OG0004519	0.021	y
OG0004592	0.008	y
OG0004595	0.025	y
OG0004606	0.011	y
OG0004608	0	y
OG0004647	0	y
OG0004697	0	y
OG0004703	0.011	y
OG0004722	0.011	y
OG0004735	0.011	y
OG0004741	0.017	y
OG0004773	0	y
OG0004781	0.011	y
OG0004797	0	y
OG0004819	0	y
OG0004824	0.036	y
OG0004874	0	y
OG0004876	0.011	y
OG0004910	0.011	y
OG0004911	0.011	y
OG0004912	0.011	y
OG0004928	0.015	y
OG0004963	0.011	y
OG0004969	0.025	y
OG0004973	0	y
OG0004997	0	y
OG0005000	0.015	y
OG0005019	0	y
OG0005020	0.025	y
OG0005087	0.025	y
OG0005095	0	y
OG0005115	0	y
OG0005138	0.011	y
OG0005149	0.011	y
OG0005152	0.002	y
OG0005153	0.011	y
OG0005167	0	y
OG0005199	0	y
OG0005205	0.011	y
OG0005214	0.008	y
OG0005228	0.025	y
OG0005229	0.011	y
OG0005270	0.002	y
OG0005297	0.025	y
OG0005298	0.002	y
OG0005300	0.011	y
OG0005305	0.008	y
OG0005322	0	y
OG0005328	0.008	y
OG0005337	0.008	y
OG0005339	0.011	y
OG0005343	0.025	y
OG0005354	0.011	y
OG0005356	0.002	y
OG0005361	0.011	y
OG0005374	0.011	y
OG0005388	0.008	y
OG0005391	0.002	y
OG0005438	0.002	y
OG0005443	0.011	y
OG0005449	0.008	y
OG0005456	0.002	y
OG0005459	0	y
OG0005460	0.011	y
OG0005462	0.002	y
OG0005472	0	y
OG0005486	0.011	y
OG0005489	0.011	y
OG0005490	0.011	y
OG0005498	0.025	y
OG0005505	0	y
OG0005507	0	y
OG0005525	0.011	y
OG0005526	0.025	y
OG0005537	0.004	y
OG0005538	0.011	y
OG0005549	0.008	y
OG0005565	0	y
OG0005570	0.011	y
OG0005573	0.011	y
OG0005586	0.025	y
OG0005587	0	y
OG0005596	0.011	y
OG0005597	0.002	y
OG0005598	0.002	y
OG0005599	0.011	y
OG0005600	0.002	y
OG0005603	0	y
OG0005604	0	y
OG0005605	0	y
OG0005606	0	y
OG0005607	0.025	y
OG0005608	0	y
OG0005609	0.025	y
OG0005618	0.025	y
OG0005623	0.011	y
OG0005624	0.002	y
OG0005633	0.011	y
OG0005662	0.011	y
OG0005663	0.011	y
OG0005690	0.005	y
OG0005694	0	y
OG0005736	0.025	y
OG0005753	0.002	y
OG0005760	0.025	y
OG0005761	0.011	y
OG0005762	0.011	y
OG0005766	0.011	y
OG0005774	0.015	y
OG0005780	0.025	y
OG0005790	0.025	y
OG0005796	0	y
OG0005797	0	y
OG0005802	0.011	y
OG0005853	0	y
OG0005868	0.011	y
OG0005882	0.025	y
OG0005901	0.025	y
OG0005902	0.025	y
OG0005907	0.011	y
OG0005917	0.011	y
OG0005929	0.002	y
OG0005937	0.011	y
OG0005939	0.011	y
OG0005944	0.011	y
OG0005954	0.025	y
OG0005992	0.011	y
OG0006012	0.002	y
OG0006013	0.002	y
OG0006014	0.002	y
OG0006021	0.025	y
OG0006023	0	y
OG0006029	0.025	y
OG0006032	0.025	y
OG0006047	0.011	y
OG0006054	0	y
OG0006057	0	y
OG0006060	0.002	y
OG0006061	0.002	y
OG0006062	0	y
OG0006063	0	y
OG0006064	0	y
OG0006065	0	y
OG0006066	0	y
OG0006074	0.002	y
OG0006082	0.025	y
OG0006097	0	y
OG0006107	0.002	y
OG0006109	0.002	y
OG0006110	0.002	y
OG0006114	0	y
OG0006118	0.011	y
OG0006119	0	y
OG0006122	0.002	y
OG0006123	0.025	y
OG0006147	0	y
OG0006184	0.025	y
OG0006185	0.025	y
OG0006216	0.011	y
OG0006239	0.011	y
OG0006245	0.011	y
OG0006250	0.011	y
OG0006264	0.011	y
OG0006297	0.025	y
OG0006298	0.025	y
OG0006299	0.025	y
OG0006310	0.025	y
OG0006351	0	y
OG0006362	0.011	y
OG0006363	0.011	y
OG0006364	0.011	y
OG0006371	0.011	y
OG0006406	0.011	y
OG0006436	0	y
OG0006437	0.025	y
OG0006439	0.011	y
OG0006454	0.011	y
OG0006458	0.025	y
OG0006464	0.011	y
OG0006470	0.025	y
OG0006487	0	y
OG0006500	0.025	y
OG0006501	0.025	y
OG0006513	0	y
OG0006514	0.025	y
OG0006515	0	y
OG0006516	0	y
OG0006540	0	y
OG0006586	0.002	y
OG0006587	0.002	y
OG0006614	0.011	y
OG0006617	0.011	y
OG0006624	0	y
OG0006627	0.025	y
OG0006629	0	y
OG0006630	0	y
OG0006631	0.025	y
OG0006632	0.025	y
OG0006634	0.025	y
OG0006639	0.011	y
OG0006642	0.011	y
OG0006659	0.025	y
OG0006671	0.025	y
OG0006678	0.011	y
OG0006684	0	y
OG0006690	0.011	y
OG0006707	0.011	y
OG0006709	0.002	y
OG0006719	0.011	y
OG0006720	0	y
OG0006726	0.011	y
OG0006733	0.011	y
OG0006778	0	y
OG0006795	0.002	y
OG0006796	0.002	y
OG0006804	0	y
OG0006818	0	y
OG0006831	0	y
OG0006852	0.011	y
OG0006856	0.011	y
OG0006857	0.011	y
OG0006878	0	y
OG0006879	0.025	y
OG0006895	0.025	y
OG0006896	0.002	y
OG0006897	0.002	y
OG0006898	0.002	y
OG0006899	0.025	y
OG0006902	0.025	y
OG0006905	0	y
OG0006906	0.002	y
OG0006907	0.025	y
OG0006917	0	y
OG0006922	0.011	y
OG0006936	0.002	y
OG0006941	0.004	y
OG0006942	0	y
OG0006957	0.011	y
OG0006960	0	y
OG0006961	0	y
OG0006962	0	y
OG0006963	0	y
OG0006993	0.025	y
OG0007000	0.011	y
OG0007009	0.025	y
OG0007015	0.025	y
OG0007016	0	y
OG0007040	0.015	y
OG0007041	0.011	y
OG0007058	0.025	y
OG0007087	0.011	y
OG0007089	0.025	y
OG0007115	0	y
OG0007131	0.025	y
OG0007132	0.025	y
OG0007135	0.025	y
OG0007136	0.025	y
OG0007140	0.025	y
OG0007166	0.002	y
OG0007172	0.025	y
OG0007183	0.011	y
OG0007215	0.011	y
OG0007222	0.011	y
OG0007232	0.011	y
OG0007260	0	y
OG0007263	0.025	y
OG0007264	0.025	y
OG0007286	0.025	y
OG0007299	0.025	y
OG0007300	0.025	y
OG0007301	0	y
OG0007302	0.025	y
OG0007338	0.021	y
OG0007341	0.021	y
OG0007352	0.005	y
OG0007364	0.011	y
OG0007395	0.011	y
OG0007409	0.002	y
OG0007422	0.002	y
OG0007423	0.002	y
OG0007425	0.011	y
OG0007434	0	y
OG0007442	0.011	y
OG0007494	0	y
OG0007500	0.002	y
OG0007530	0.011	y
OG0007533	0.011	y
OG0007552	0.008	y
OG0007560	0.025	y
OG0007621	0.025	y
OG0007623	0.025	y
OG0007640	0	y
OG0007641	0.025	y
OG0007659	0.025	y
OG0007668	0.011	y
OG0007715	0.011	y
OG0007740	0.011	y
OG0007759	0.011	y
OG0007774	0	y
OG0007775	0.004	y
OG0007776	0.004	y
OG0007777	0.004	y
OG0007778	0.004	y
OG0007782	0.021	y
OG0007783	0.021	y
OG0007784	0.021	y
OG0007785	0.021	y
OG0007786	0.021	y
OG0007788	0.004	y
OG0007790	0.011	y
OG0007791	0.004	y
OG0007793	0.004	y
OG0007794	0.004	y
OG0007796	0.004	y
OG0007798	0.004	y
OG0007799	0.004	y
OG0007801	0.011	y
OG0007803	0.004	y
OG0007810	0.002	y
OG0007813	0.004	y
OG0007814	0	y
OG0007816	0	y
OG0007817	0	y
OG0007851	0.011	y
OG0007854	0.025	y
OG0007858	0.025	y
OG0007882	0.008	y
OG0007912	0	y
OG0007935	0	y
OG0007936	0.011	y
OG0007937	0.025	y
OG0007948	0.025	y
OG0007950	0.025	y
OG0007961	0.025	y
OG0007962	0.025	y
OG0007963	0.025	y
OG0007964	0.025	y
OG0007965	0.025	y
OG0007966	0.025	y
OG0007967	0.025	y
OG0007973	0.025	y
OG0007979	0	y
OG0008004	0.025	y
OG0008005	0.025	y
OG0008006	0.025	y
OG0008007	0.025	y
OG0008010	0	y
OG0008022	0.025	y
OG0008032	0.025	y
OG0008035	0.025	y
OG0008036	0.025	y
OG0008037	0.025	y
OG0008038	0.025	y
OG0008039	0	y
OG0008050	0.025	y
OG0008065	0	y
OG0008066	0	y
OG0008067	0	y
OG0008071	0.025	y
OG0008075	0.025	y
OG0008076	0.002	y
OG0008077	0.025	y
OG0008078	0.025	y
OG0008079	0.025	y
OG0008085	0.025	y
OG0008096	0.025	y
OG0008098	0.025	y
OG0008099	0.025	y
OG0008100	0.025	y
OG0008102	0.025	y
OG0008103	0	y
OG0008114	0.025	y
OG0008120	0.025	y
OG0008126	0.025	y
OG0008128	0.025	y
OG0008164	0.025	y
OG0008170	0	y
OG0008173	0	y
OG0008175	0.025	y
OG0008209	0.025	y
OG0008210	0	y
OG0008214	0.011	y
OG0008217	0	y
OG0008225	0	y
OG0008236	0.025	y
OG0008243	0.025	y
OG0008245	0.025	y
OG0008247	0.025	y
OG0008248	0.025	y
OG0008249	0.025	y
OG0008250	0.025	y
OG0008251	0.025	y
OG0008252	0.025	y
OG0008253	0.025	y
OG0008254	0	y
OG0008255	0.025	y
OG0008256	0.025	y
OG0008257	0.025	y
OG0008258	0.025	y
OG0008259	0.025	y
OG0008260	0	y
OG0008262	0.025	y
OG0008263	0.025	y
OG0008264	0.025	y
OG0008265	0.025	y
OG0008271	0.025	y
OG0008273	0.025	y
OG0008276	0.025	y
OG0008279	0.025	y
OG0008280	0	y
OG0008281	0.025	y
OG0008282	0.002	y
OG0008283	0.025	y
OG0008285	0.025	y
OG0008286	0.025	y
OG0008287	0.025	y
OG0008291	0.025	y
OG0008292	0.025	y
OG0008293	0.025	y
OG0008294	0.025	y
OG0008295	0.025	y
OG0008296	0.025	y
OG0008297	0.025	y
OG0008298	0.025	y
OG0008299	0.025	y
OG0008300	0.025	y
OG0008301	0.025	y
OG0008302	0.025	y
OG0008303	0.025	y
OG0008305	0	y
OG0008306	0.019	y
OG0008307	0.025	y
OG0008308	0.025	y
OG0008318	0.025	y
OG0008319	0.025	y
OG0008320	0.025	y
OG0008325	0.025	y
OG0008330	0.025	y
OG0008342	0.021	y
OG0008348	0.011	y
OG0008352	0.011	y
OG0008360	0	y
OG0008361	0	y
OG0008362	0.025	y
OG0008365	0	y
OG0008367	0.011	y
OG0008374	0.025	y
OG0008376	0.011	y
OG0008377	0	y
OG0008385	0.025	y
OG0008388	0.025	y
OG0008389	0.011	y
OG0008391	0.025	y
OG0008395	0.011	y
OG0008403	0.008	y
OG0008405	0	y
OG0008409	0.025	y
OG0008413	0	y
OG0008437	0.025	y
OG0008438	0.025	y
OG0008450	0.025	y
OG0008456	0.025	y
OG0008457	0.025	y
OG0008458	0.025	y
OG0008459	0.025	y
OG0008460	0.025	y
OG0008463	0.025	y
OG0008464	0.025	y
OG0008465	0.025	y
OG0008466	0.025	y
OG0008467	0.025	y
OG0008468	0.025	y
OG0008469	0.025	y
OG0008485	0	y
OG0008486	0.025	y
OG0008487	0.025	y
OG0008488	0.025	y
OG0008492	0.025	y
OG0008498	0.025	y
OG0008502	0.008	y
OG0008505	0.025	y
OG0008506	0	y
OG0008508	0.025	y
OG0008509	0	y
OG0008513	0.025	y
OG0008514	0.025	y
OG0008518	0.025	y
OG0008519	0.025	y
OG0008520	0.025	y
OG0008521	0.025	y
OG0008522	0.025	y
OG0008523	0.025	y
OG0008537	0	y
OG0008544	0.025	y
OG0008554	0	y
OG0008565	0.025	y
OG0008592	0.011	y
OG0008593	0.025	y
OG0008607	0	y
OG0008625	0.011	y
OG0008627	0.025	y
OG0008633	0.025	y
OG0008637	0.025	y
OG0008643	0.025	y
OG0008647	0.025	y
OG0008651	0	y
OG0008656	0.025	y
OG0008657	0.025	y
OG0008661	0.025	y
OG0008662	0	y
OG0008667	0.025	y
OG0008668	0.025	y
OG0008669	0.025	y
OG0008675	0.025	y
OG0008680	0.025	y
OG0008681	0.025	y
OG0008682	0.025	y
OG0008684	0.025	y
OG0008694	0.025	y
OG0008695	0.025	y
OG0008697	0.025	y
OG0008698	0.025	y
OG0008699	0.025	y
OG0008700	0.025	y
OG0008707	0.025	y
OG0008714	0	y
OG0008716	0.025	y
OG0008727	0.011	y
OG0008728	0.025	y
OG0008731	0.025	y
OG0008732	0.025	y
OG0008738	0.025	y
OG0008739	0.025	y
OG0008740	0.025	y
OG0008741	0.025	y
OG0008742	0.011	y
OG0008748	0.011	y
OG0008749	0.025	y
OG0008751	0.025	y
OG0008767	0.011	y
OG0008768	0	y
OG0008780	0.025	y
OG0008788	0	y
OG0008789	0.011	y
OG0008790	0.021	y
OG0008792	0.011	y
OG0008793	0.025	y
OG0008794	0.025	y
OG0008800	0.025	y
OG0008804	0.011	y
OG0008805	0.025	y
OG0008809	0.025	y
OG0008810	0.025	y
OG0008811	0.025	y
OG0008814	0.025	y
OG0008815	0.011	y
OG0008817	0.011	y
OG0008818	0.011	y
OG0008823	0.025	y
OG0008830	0.025	y
OG0008831	0.025	y
OG0008834	0.025	y
OG0008845	0.011	y
OG0008848	0.025	y
OG0008851	0.011	y
OG0008855	0.025	y
OG0008861	0.025	y
OG0008862	0.025	y
OG0008863	0.025	y
OG0008864	0	y
OG0008867	0.025	y
OG0008869	0.025	y
OG0008872	0.025	y
OG0008874	0.025	y
OG0008875	0.025	y
OG0008876	0.025	y
OG0008879	0.025	y
OG0008881	0.011	y
OG0008883	0.025	y
OG0008884	0.025	y
OG0008885	0.025	y
OG0008886	0.025	y
OG0008887	0.025	y
OG0008888	0.025	y
OG0008889	0.025	y
OG0008900	0.025	y
OG0008909	0.025	y
OG0008918	0.025	y
OG0008919	0	y
OG0008920	0.025	y
OG0008921	0.025	y
OG0008922	0.025	y
OG0008923	0.025	y
OG0008925	0.025	y
OG0008926	0.017	y
OG0008927	0.025	y
OG0008929	0.025	y
OG0008930	0.025	y
OG0008931	0.025	y
OG0008937	0.025	y
OG0008939	0.011	y
OG0008941	0.025	y
OG0008942	0.011	y
OG0008946	0.025	y
OG0008947	0.025	y
OG0008950	0.025	y
OG0008951	0.025	y
OG0008952	0.025	y
OG0008956	0	y
OG0008961	0.021	y
OG0008962	0.008	y
OG0008963	0.011	y
OG0008964	0.025	y
OG0008982	0	y
OG0008986	0	y
OG0008993	0.011	y
OG0008996	0.011	y
OG0009001	0.025	y
OG0009004	0.002	y
OG0009007	0.011	y
OG0009009	0.025	y
OG0009015	0.002	y
OG0009016	0.025	y
OG0009024	0.025	y
OG0009025	0.025	y
OG0009027	0.025	y
OG0009028	0.025	y
OG0009037	0.025	y
OG0009038	0.025	y
OG0009039	0.025	y
OG0009040	0.025	y
OG0009043	0	y
OG0009048	0.025	y
OG0009049	0.025	y
OG0009056	0	y
OG0009057	0	y
OG0009060	0.025	y
OG0009064	0.025	y
OG0009065	0.025	y
OG0009068	0	y
OG0009073	0.025	y
OG0009074	0.002	y
OG0009075	0.025	y
OG0009076	0.025	y
OG0009079	0.025	y
OG0009088	0.025	y
OG0009089	0.025	y
OG0009090	0.025	y
OG0009091	0.025	y
OG0009092	0.025	y
OG0009093	0.002	y
OG0009098	0.025	y
OG0009102	0.011	y
OG0009103	0	y
OG0009104	0.002	y
OG0009105	0.002	y
OG0009106	0	y
OG0009113	0.025	y
OG0009114	0.025	y
OG0009115	0.025	y
OG0009117	0.025	y
OG0009120	0.008	y
OG0009124	0.025	y
OG0009130	0.025	y
OG0009131	0.025	y
OG0009132	0.025	y
OG0009133	0.025	y
OG0009134	0.025	y
OG0009135	0.025	y
OG0009136	0.025	y
OG0009137	0.025	y
OG0009138	0.025	y
OG0009139	0.025	y
OG0009143	0.025	y
OG0009144	0.025	y
OG0009145	0.025	y
OG0009146	0.025	y
OG0009147	0.025	y
OG0009148	0.025	y
OG0009149	0.025	y
OG0009150	0	y
OG0009154	0.025	y
OG0009155	0	y
OG0009156	0.025	y
OG0009157	0	y
OG0009158	0.025	y
OG0009159	0.025	y
OG0009160	0.025	y
OG0009161	0.025	y
OG0009162	0	y
OG0009163	0.025	y
OG0009164	0.025	y
OG0009165	0.025	y
OG0009166	0.025	y
OG0009167	0.025	y
OG0009168	0.025	y
OG0009169	0.025	y
OG0009170	0.025	y
OG0009171	0.025	y
OG0009172	0.025	y
OG0009174	0.025	y
OG0009187	0.025	y
OG0009193	0.002	y
OG0009199	0.025	y
OG0009200	0.025	y
OG0009202	0.025	y
OG0009203	0.025	y
OG0009204	0.025	y
OG0009222	0.008	y
OG0009225	0.008	y
OG0009231	0.025	y
OG0009257	0.011	y
OG0009263	0.025	y
OG0009264	0.025	y
OG0009266	0.025	y
OG0009294	0.025	y
OG0009296	0	y
OG0009297	0.011	y
OG0009306	0.01	y
OG0009329	0.025	y
OG0009334	0.025	y
OG0009335	0.025	y
OG0009341	0	y
OG0009383	0.004	y
OG0009384	0	y
OG0009395	0.008	y
OG0009399	0.025	y
OG0009400	0.025	y
OG0009413	0	y
OG0009414	0	y
OG0009423	0.025	y
OG0009426	0	y
OG0009438	0.011	y
OG0009440	0.011	y
OG0009446	0	y
OG0009450	0.011	y
OG0009452	0.011	y
OG0009479	0	y
OG0009480	0	y
OG0009481	0.025	y
OG0009482	0.011	y
OG0009483	0.025	y
OG0009499	0.025	y
OG0009503	0.008	y
OG0009506	0.025	y
OG0009513	0.025	y
OG0009516	0.025	y
OG0009519	0.025	y
OG0009520	0.025	y
OG0009521	0.025	y
OG0009522	0.025	y
OG0009523	0.025	y
OG0009524	0.025	y
OG0009525	0	y
OG0009527	0.025	y
OG0009528	0.025	y
OG0009529	0.025	y
OG0009530	0.025	y
OG0009531	0.025	y
OG0009532	0.025	y
OG0009533	0.025	y
OG0009534	0.025	y
OG0009535	0.025	y
OG0009536	0.025	y
OG0009537	0.025	y
OG0009538	0.025	y
OG0009539	0.025	y
OG0009540	0.025	y
OG0009541	0	y
OG0009542	0.025	y
OG0009544	0.025	y
OG0009545	0.025	y
OG0009546	0.025	y
OG0009548	0.025	y
OG0009549	0.025	y
OG0009550	0.025	y
OG0009551	0.025	y
OG0009552	0.025	y
OG0009559	0.025	y
OG0009560	0.025	y
OG0009561	0.025	y
OG0009562	0.025	y
OG0009602	0.025	y
OG0009619	0.011	y
OG0009622	0.025	y
OG0009623	0.011	y
OG0009634	0.004	y
OG0009638	0.025	y
OG0009639	0.025	y
OG0009658	0	y
OG0009668	0.008	y
OG0009690	0.025	y
OG0009693	0.025	y
OG0009695	0	y
OG0009699	0.021	y
OG0009701	0	y
OG0009706	0.011	y
OG0009707	0.002	y
OG0009732	0.025	y
OG0009735	0.025	y
OG0009743	0.011	y
OG0009752	0.011	y
OG0009765	0.011	y
OG0009783	0.011	y
OG0009789	0.002	y
OG0009795	0.004	y
OG0009796	0.025	y
OG0009799	0.011	y
OG0009811	0	y
OG0009820	0	y
OG0009835	0.025	y
OG0009848	0.025	y
OG0009852	0.01	y
OG0009865	0	y
OG0009883	0.025	y
OG0009885	0.025	y
OG0009896	0.025	y
OG0009897	0.025	y
OG0009898	0.025	y
OG0009899	0.025	y
OG0009904	0.011	y
OG0009917	0.011	y
OG0009923	0.004	y
OG0009924	0	y
OG0009925	0.004	y
OG0009928	0.01	y
OG0009933	0	y
OG0009934	0.004	y
OG0009942	0.004	y
OG0009943	0.004	y
OG0009944	0.004	y
OG0009945	0	y
OG0009946	0	y
OG0009954	0.004	y
OG0009966	0.004	y
OG0009993	0.021	y
OG0009995	0	y
OG0009996	0	y
OG0010000	0.004	y
OG0010002	0.002	y
OG0010010	0	y
OG0010012	0	y
OG0010019	0	y
OG0010020	0.015	y
OG0010025	0	y
OG0010075	0.025	y
OG0010078	0	y
OG0010094	0	y
OG0010115	0.025	y
OG0010135	0	y
OG0010139	0	y
OG0010157	0	y
OG0010165	0	y
OG0010166	0.025	y
OG0010183	0.025	y
OG0010187	0.025	y
OG0010193	0.002	y
OG0010194	0.025	y
OG0010195	0	y
OG0010205	0	y
OG0010212	0	y
OG0010220	0	y
OG0010230	0.025	y
OG0010237	0	y
OG0010240	0.025	y
OG0010244	0	y
OG0010250	0.002	y
OG0010252	0.025	y
OG0010253	0.002	y
OG0010255	0	y
OG0010256	0.002	y
OG0010257	0	y
OG0010258	0	y
OG0010259	0	y
OG0010261	0	y
OG0010262	0.002	y
OG0010263	0.025	y
OG0010265	0	y
OG0010272	0.025	y
OG0010285	0.025	y
OG0010286	0	y
OG0010291	0	y
OG0010292	0.025	y
OG0010293	0.025	y
OG0010294	0.025	y
OG0010299	0.01	y
OG0010300	0.025	y
OG0010306	0.025	y
OG0010312	0.025	y
OG0010315	0.025	y
OG0010322	0	y
OG0010346	0.025	y
OG0010347	0	y
OG0010348	0	y
OG0010349	0.025	y
OG0010352	0	y
OG0010353	0.025	y
OG0010354	0.025	y
OG0010355	0.025	y
OG0010365	0	y
OG0010367	0	y
OG0010368	0.025	y
OG0010371	0	y
OG0010374	0.025	y
OG0010381	0.01	y
OG0010385	0.025	y
OG0010391	0.025	y
OG0010397	0	y
OG0010406	0	y
OG0010407	0.025	y
OG0010412	0.025	y
OG0010413	0.025	y
OG0010416	0.01	y
OG0010417	0.025	y
OG0010424	0.025	y
OG0010426	0	y
OG0010427	0.025	y
OG0010445	0.025	y
OG0010447	0	y
OG0010452	0.01	y
OG0010495	0	y
OG0010498	0.025	y
OG0010508	0.025	y
OG0010510	0	y
OG0010511	0	y
OG0010520	0.025	y
OG0010521	0.01	y
OG0010522	0	y
OG0010524	0.025	y
OG0010525	0.025	y
OG0010529	0.002	y
OG0010535	0.025	y
OG0010537	0.002	y
OG0010540	0.025	y
OG0010541	0	y
OG0010544	0.025	y
OG0010553	0.025	y
OG0010560	0.025	y
OG0010562	0	y
OG0010571	0	y
OG0010572	0.025	y
OG0010575	0.002	y
OG0010585	0.025	y
OG0010588	0	y
OG0010589	0.025	y
OG0010590	0	y
OG0010596	0	y
OG0010603	0	y
OG0010610	0.025	y
OG0010611	0.025	y
OG0010615	0.025	y
OG0010616	0	y
OG0010617	0	y
OG0010618	0	y
OG0010620	0.025	y
OG0010621	0	y
OG0010623	0.025	y
OG0010625	0	y
OG0010629	0.025	y
OG0010630	0	y
OG0010631	0.025	y
OG0010635	0.025	y
OG0010646	0.025	y
OG0010656	0	y
OG0010658	0.025	y
OG0010660	0.025	y
OG0010666	0.025	y
OG0010668	0.025	y
OG0010672	0.025	y
OG0010677	0.025	y
OG0010690	0	y
OG0010698	0.025	y
OG0010701	0	y
OG0010702	0	y
OG0010709	0	y
OG0010711	0.01	y
OG0010718	0	y
OG0010722	0	y
OG0010724	0.002	y
OG0010731	0	y
OG0010734	0.025	y
OG0010738	0	y
OG0010739	0	y
OG0010740	0.025	y
OG0010741	0.002	y
OG0010742	0	y
OG0010744	0	y
OG0010748	0	y
OG0010753	0.025	y
OG0010762	0.025	y
OG0010771	0.025	y
OG0010781	0.025	y
OG0010790	0	y
OG0010792	0	y
OG0010803	0.025	y
OG0010808	0.025	y
OG0010813	0.025	y
OG0010824	0	y
OG0010838	0.025	y
OG0010845	0.025	y
OG0010846	0.025	y
OG0010847	0.025	y
OG0010850	0.01	y
OG0010851	0.025	y
OG0010852	0	y
OG0010858	0.025	y
OG0010860	0	y
OG0010873	0	y
OG0010878	0.01	y
OG0010879	0	y
OG0010882	0	y
OG0010883	0.002	y
OG0010885	0.01	y
OG0010889	0.002	y
OG0010892	0	y
OG0010893	0	y
OG0010894	0.01	y
OG0010895	0.01	y
OG0010897	0.01	y
OG0010898	0	y
OG0010899	0.01	y
OG0010900	0.002	y
OG0010903	0.002	y
OG0010905	0.01	y
OG0010908	0.01	y
OG0010909	0.01	y
OG0010911	0.01	y
OG0010913	0	y
OG0010916	0.01	y
OG0010918	0.002	y
OG0010919	0.01	y
OG0010921	0	y
OG0010924	0.01	y
OG0010927	0.01	y
OG0010928	0.002	y
OG0010929	0.01	y
OG0010930	0.01	y
OG0010931	0.01	y
OG0010944	0	y
OG0010949	0.004	y
OG0010950	0.004	y
OG0010951	0	y
OG0010952	0.004	y
OG0010953	0	y
OG0010954	0	y
OG0010956	0.013	y
OG0010958	0.002	y
OG0010959	0.004	y
OG0010961	0.004	y
OG0011091	0.002	y
OG0011093	0	y
OG0011103	0	y
OG0011110	0.017	y
OG0011117	0.01	y
OG0011139	0	y
OG0011142	0	y
OG0011147	0	y
OG0011158	0	y
OG0011159	0.01	y
OG0011164	0.01	y
OG0011169	0.002	y
OG0011171	0	y
OG0011182	0.002	y
OG0011185	0.002	y
OG0011196	0	y
OG0011202	0.017	y
OG0011207	0	y
OG0011208	0	y
OG0011209	0	y
OG0011210	0	y
OG0011219	0.01	y
OG0011223	0.01	y
OG0011236	0	y
OG0011237	0.01	y
OG0011238	0	y
OG0011243	0.01	y
OG0011252	0	y
OG0011254	0	y
OG0011266	0	y
OG0011267	0	y
OG0011287	0.01	y
OG0011301	0	y
OG0011325	0	y
OG0011356	0	y
OG0011365	0	y
OG0011387	0.017	y
OG0011394	0	y
OG0011397	0.01	y
OG0011399	0.01	y
OG0011402	0.017	y
OG0011408	0	y
OG0011411	0	y
OG0011424	0.017	y
OG0011425	0	y
OG0011430	0	y
OG0011440	0	y
OG0011445	0	y
OG0011450	0	y
OG0011457	0	y
OG0011459	0.01	y
OG0011478	0	y
OG0011482	0	y
OG0011509	0.002	y
OG0011517	0	y
OG0011519	0.01	y
OG0011525	0	y
OG0011526	0.01	y
OG0011528	0.01	y
OG0011529	0.017	y
OG0011538	0.017	y
OG0011552	0	y
OG0011553	0	y
OG0011557	0	y
OG0011572	0.01	y
OG0011575	0	y
OG0011584	0.002	y
OG0011594	0.002	y
OG0011610	0.01	y
OG0011614	0	y
OG0011626	0	y
OG0011640	0	y
